n;1;2;4;8;16;32;64;128;256;512;1024
"itac 1";21453633;25106761;25643055;26520134;120067176;137089428;252466511;579910630;434302423;7430932634;8440851864
"itac 1, MB";20.459778785706;23.94367313385;24.455122947693;25.291570663452;114.50498199463;130.73866653442;240.7708272934;553.04587364197;414.1830663681;7086.6895999908;8049.8236312866
